Country Code,Country Name,Gender,Date,Unemployement Rate
DNK,Denmark,MEN,6/1/2013,7.2
DNK,Denmark,MEN,7/1/2013,7.5
DNK,Denmark,MEN,8/1/2013,7.5
DNK,Denmark,MEN,9/1/2013,6.8
DNK,Denmark,MEN,10/1/2013,6.7
DNK,Denmark,MEN,11/1/2013,6.5
DNK,Denmark,MEN,12/1/2013,6.9
DNK,Denmark,MEN,1/1/2014,6.8
DNK,Denmark,MEN,2/1/2014,6.7
DNK,Denmark,MEN,3/1/2014,6.4
DNK,Denmark,MEN,4/1/2014,6.6
DNK,Denmark,MEN,5/1/2014,6.4
DNK,Denmark,MEN,6/1/2014,6.4
DNK,Denmark,MEN,7/1/2014,6.7
DNK,Denmark,MEN,8/1/2014,6.9
DNK,Denmark,MEN,9/1/2014,7.2
DNK,Denmark,MEN,10/1/2014,6.9
DNK,Denmark,MEN,11/1/2014,6.9
DNK,Denmark,MEN,12/1/2014,6.4
DNK,Denmark,MEN,1/1/2015,6.2
DNK,Denmark,MEN,2/1/2015,6.3
DNK,Denmark,MEN,3/1/2015,6.7
DNK,Denmark,MEN,4/1/2015,6.5
DNK,Denmark,MEN,5/1/2015,6.1
DNK,Denmark,MEN,6/1/2015,5.8
DNK,Denmark,MEN,7/1/2015,6
DNK,Denmark,MEN,8/1/2015,5.9
DNK,Denmark,MEN,9/1/2015,5.7
DNK,Denmark,MEN,10/1/2015,5.7
DNK,Denmark,MEN,11/1/2015,5.9
DNK,Denmark,MEN,12/1/2015,6
DNK,Denmark,MEN,1/1/2016,5.8
DNK,Denmark,MEN,2/1/2016,5.7
DNK,Denmark,MEN,3/1/2016,5.4
DNK,Denmark,MEN,4/1/2016,5.8
DNK,Denmark,MEN,5/1/2016,5.9
DNK,Denmark,MEN,6/1/2016,5.9
DNK,Denmark,MEN,7/1/2016,5.5
DNK,Denmark,MEN,8/1/2016,5.4
DNK,Denmark,MEN,9/1/2016,5.4
DNK,Denmark,MEN,10/1/2016,5.7
DNK,Denmark,MEN,11/1/2016,5.6
DNK,Denmark,MEN,12/1/2016,5.7
DNK,Denmark,MEN,1/1/2017,5.9
DNK,Denmark,MEN,2/1/2017,6.3
DNK,Denmark,MEN,3/1/2017,6
DNK,Denmark,MEN,4/1/2017,5.7
DNK,Denmark,MEN,5/1/2017,5.5
DNK,Denmark,MEN,6/1/2017,5.6
DNK,Denmark,MEN,7/1/2017,5.7
DNK,Denmark,MEN,8/1/2017,5.7
DNK,Denmark,MEN,9/1/2017,5.4
DNK,Denmark,MEN,10/1/2017,5.2
DNK,Denmark,MEN,11/1/2017,5
DNK,Denmark,MEN,12/1/2017,5.1
DNK,Denmark,MEN,1/1/2018,4.8
DNK,Denmark,MEN,2/1/2018,4.8
DNK,Denmark,MEN,3/1/2018,4.8
DNK,Denmark,MEN,4/1/2018,5.1
DNK,Denmark,MEN,5/1/2018,5
DNK,Denmark,MEN,6/1/2018,5
DNK,Denmark,MEN,7/1/2018,4.8
DNK,Denmark,MEN,8/1/2018,4.7
DNK,Denmark,MEN,9/1/2018,4.8
DNK,Denmark,MEN,10/1/2018,4.9
DNK,Denmark,MEN,11/1/2018,5.2
DNK,Denmark,MEN,12/1/2018,4.8
DNK,Denmark,MEN,1/1/2019,4.9
DNK,Denmark,MEN,2/1/2019,4.7
DNK,Denmark,MEN,3/1/2019,5.1
DNK,Denmark,MEN,4/1/2019,5
DNK,Denmark,MEN,5/1/2019,5
DNK,Denmark,MEN,6/1/2019,4.7
DNK,Denmark,MEN,7/1/2019,4.5
DNK,Denmark,MEN,8/1/2019,4.7
DNK,Denmark,MEN,9/1/2019,4.9
DNK,Denmark,MEN,10/1/2019,4.8
DNK,Denmark,MEN,11/1/2019,4.9
DNK,Denmark,MEN,12/1/2019,4.6
DNK,Denmark,MEN,1/1/2020,4.8
DNK,Denmark,MEN,2/1/2020,4.6
DNK,Denmark,MEN,3/1/2020,4.5
DNK,Denmark,MEN,4/1/2020,4.5
DNK,Denmark,MEN,5/1/2020,5
DNK,Denmark,MEN,6/1/2020,5.7
DNK,Denmark,MEN,7/1/2020,6.1
DNK,Denmark,MEN,8/1/2020,6
DNK,Denmark,MEN,9/1/2020,5.8
DNK,Denmark,MEN,10/1/2020,5.7
DNK,Denmark,MEN,11/1/2020,5.7
DNK,Denmark,MEN,12/1/2020,5.8
DNK,Denmark,MEN,1/1/2021,5.7
DNK,Denmark,MEN,2/1/2021,5.8
DNK,Denmark,MEN,3/1/2021,5.5
DNK,Denmark,MEN,4/1/2021,5.3
DNK,Denmark,MEN,5/1/2021,5
DNK,Denmark,MEN,6/1/2021,4.7
DNK,Denmark,MEN,7/1/2021,4.6
DNK,Denmark,MEN,8/1/2021,4.8
DNK,Denmark,MEN,9/1/2021,5
ESP,Spain,MEN,1/1/2000,9.1
ESP,Spain,MEN,2/1/2000,8.7
ESP,Spain,MEN,3/1/2000,8.5
ESP,Spain,MEN,4/1/2000,8.4
ESP,Spain,MEN,5/1/2000,8.3
ESP,Spain,MEN,6/1/2000,8.3
ESP,Spain,MEN,7/1/2000,8.2
ESP,Spain,MEN,8/1/2000,8.2
ESP,Spain,MEN,9/1/2000,8.1
ESP,Spain,MEN,10/1/2000,8.1
ESP,Spain,MEN,11/1/2000,8.1
ESP,Spain,MEN,12/1/2000,7.9
ESP,Spain,MEN,1/1/2001,7.7
ESP,Spain,MEN,2/1/2001,7.7
ESP,Spain,MEN,3/1/2001,7.6
ESP,Spain,MEN,4/1/2001,7.4
ESP,Spain,MEN,5/1/2001,7.6
ESP,Spain,MEN,6/1/2001,7.4
ESP,Spain,MEN,7/1/2001,7.4
ESP,Spain,MEN,8/1/2001,7.5
ESP,Spain,MEN,9/1/2001,7.5
ESP,Spain,MEN,10/1/2001,7.5
ESP,Spain,MEN,11/1/2001,7.6
ESP,Spain,MEN,12/1/2001,7.7
ESP,Spain,MEN,1/1/2002,7.9
ESP,Spain,MEN,2/1/2002,8.4
ESP,Spain,MEN,3/1/2002,8
ESP,Spain,MEN,4/1/2002,7.9
ESP,Spain,MEN,5/1/2002,7.9
ESP,Spain,MEN,6/1/2002,8.1
ESP,Spain,MEN,7/1/2002,8.4
ESP,Spain,MEN,8/1/2002,8.6
ESP,Spain,MEN,9/1/2002,8.6
ESP,Spain,MEN,10/1/2002,8.6
ESP,Spain,MEN,11/1/2002,8.6
ESP,Spain,MEN,12/1/2002,8.7
ESP,Spain,MEN,1/1/2003,8.6
ESP,Spain,MEN,2/1/2003,8.5
ESP,Spain,MEN,3/1/2003,8.4
ESP,Spain,MEN,4/1/2003,8.4
ESP,Spain,MEN,5/1/2003,8.3
ESP,Spain,MEN,6/1/2003,8.5
ESP,Spain,MEN,7/1/2003,8.6
ESP,Spain,MEN,8/1/2003,8.6
ESP,Spain,MEN,9/1/2003,8.6
ESP,Spain,MEN,10/1/2003,8.5
ESP,Spain,MEN,11/1/2003,8.5
ESP,Spain,MEN,12/1/2003,8.7
ESP,Spain,MEN,1/1/2004,8.6
ESP,Spain,MEN,2/1/2004,8.4
ESP,Spain,MEN,3/1/2004,8.3
ESP,Spain,MEN,4/1/2004,8.4
ESP,Spain,MEN,5/1/2004,8.4
ESP,Spain,MEN,6/1/2004,8.4
ESP,Spain,MEN,7/1/2004,8.4
ESP,Spain,MEN,8/1/2004,8.5
ESP,Spain,MEN,9/1/2004,8.3
ESP,Spain,MEN,10/1/2004,8
ESP,Spain,MEN,11/1/2004,7.8
ESP,Spain,MEN,12/1/2004,7.7
ESP,Spain,MEN,1/1/2005,7.6
ESP,Spain,MEN,2/1/2005,7.5
ESP,Spain,MEN,3/1/2005,7.6
ESP,Spain,MEN,4/1/2005,7.7
ESP,Spain,MEN,5/1/2005,7.5
ESP,Spain,MEN,6/1/2005,7.2
ESP,Spain,MEN,7/1/2005,6.9
ESP,Spain,MEN,8/1/2005,6.7
ESP,Spain,MEN,9/1/2005,6.6
ESP,Spain,MEN,10/1/2005,6.7
ESP,Spain,MEN,11/1/2005,6.7
ESP,Spain,MEN,12/1/2005,6.8
ESP,Spain,MEN,1/1/2006,6.7
ESP,Spain,MEN,2/1/2006,6.6
ESP,Spain,MEN,3/1/2006,6.6
ESP,Spain,MEN,4/1/2006,6.5
ESP,Spain,MEN,5/1/2006,6.4
ESP,Spain,MEN,6/1/2006,6.3
ESP,Spain,MEN,7/1/2006,6.3
ESP,Spain,MEN,8/1/2006,6.3
ESP,Spain,MEN,9/1/2006,6.2
ESP,Spain,MEN,10/1/2006,6.1
ESP,Spain,MEN,11/1/2006,6.1
ESP,Spain,MEN,12/1/2006,6.2
ESP,Spain,MEN,1/1/2007,6.1
ESP,Spain,MEN,2/1/2007,6.1
ESP,Spain,MEN,3/1/2007,6.1
ESP,Spain,MEN,4/1/2007,6.1
ESP,Spain,MEN,5/1/2007,6.2
ESP,Spain,MEN,6/1/2007,6.3
ESP,Spain,MEN,7/1/2007,6.3
ESP,Spain,MEN,8/1/2007,6.5
ESP,Spain,MEN,9/1/2007,6.6
ESP,Spain,MEN,10/1/2007,6.7
ESP,Spain,MEN,11/1/2007,6.9
ESP,Spain,MEN,12/1/2007,7.2
ESP,Spain,MEN,1/1/2008,7.4
ESP,Spain,MEN,2/1/2008,7.6
ESP,Spain,MEN,3/1/2008,7.8
ESP,Spain,MEN,4/1/2008,8.5
ESP,Spain,MEN,5/1/2008,9.1
ESP,Spain,MEN,6/1/2008,9.7
ESP,Spain,MEN,7/1/2008,10.1
ESP,Spain,MEN,8/1/2008,10.6
ESP,Spain,MEN,9/1/2008,11.2
ESP,Spain,MEN,10/1/2008,12
ESP,Spain,MEN,11/1/2008,12.9
ESP,Spain,MEN,12/1/2008,14.1
ESP,Spain,MEN,1/1/2009,15.3
ESP,Spain,MEN,2/1/2009,16.3
ESP,Spain,MEN,3/1/2009,17.1
ESP,Spain,MEN,4/1/2009,17.5
ESP,Spain,MEN,5/1/2009,17.7
ESP,Spain,MEN,6/1/2009,17.7
ESP,Spain,MEN,7/1/2009,17.9
ESP,Spain,MEN,8/1/2009,18.1
ESP,Spain,MEN,9/1/2009,18.4
ESP,Spain,MEN,10/1/2009,18.6
ESP,Spain,MEN,11/1/2009,18.6
ESP,Spain,MEN,12/1/2009,18.8
ESP,Spain,MEN,1/1/2010,19.2
ESP,Spain,MEN,2/1/2010,19.3
ESP,Spain,MEN,3/1/2010,19.4
ESP,Spain,MEN,4/1/2010,19.5
ESP,Spain,MEN,5/1/2010,19.6
ESP,Spain,MEN,6/1/2010,19.6
ESP,Spain,MEN,7/1/2010,19.4
ESP,Spain,MEN,8/1/2010,19.6
ESP,Spain,MEN,9/1/2010,19.7
ESP,Spain,MEN,10/1/2010,19.7
ESP,Spain,MEN,11/1/2010,19.9
ESP,Spain,MEN,12/1/2010,20.1
ESP,Spain,MEN,1/1/2011,20
ESP,Spain,MEN,2/1/2011,20.1
ESP,Spain,MEN,3/1/2011,20.2
ESP,Spain,MEN,4/1/2011,20.3
ESP,Spain,MEN,5/1/2011,20.4
ESP,Spain,MEN,6/1/2011,20.7
ESP,Spain,MEN,7/1/2011,21.1
ESP,Spain,MEN,8/1/2011,21.3
ESP,Spain,MEN,9/1/2011,21.7
ESP,Spain,MEN,10/1/2011,22
ESP,Spain,MEN,11/1/2011,22.4
ESP,Spain,MEN,12/1/2011,22.7
ESP,Spain,MEN,1/1/2012,23
ESP,Spain,MEN,2/1/2012,23.4
ESP,Spain,MEN,3/1/2012,23.7
ESP,Spain,MEN,4/1/2012,24.1
ESP,Spain,MEN,5/1/2012,24.6
ESP,Spain,MEN,6/1/2012,24.8
ESP,Spain,MEN,7/1/2012,25
ESP,Spain,MEN,8/1/2012,25
ESP,Spain,MEN,9/1/2012,25.2
ESP,Spain,MEN,10/1/2012,25.3
ESP,Spain,MEN,11/1/2012,25.6
ESP,Spain,MEN,12/1/2012,25.6
ESP,Spain,MEN,1/1/2013,26
ESP,Spain,MEN,2/1/2013,26.1
ESP,Spain,MEN,3/1/2013,25.9
ESP,Spain,MEN,4/1/2013,25.6
ESP,Spain,MEN,5/1/2013,25.6
ESP,Spain,MEN,6/1/2013,25.6
ESP,Spain,MEN,7/1/2013,25.8
ESP,Spain,MEN,8/1/2013,25.7
ESP,Spain,MEN,9/1/2013,25.6
ESP,Spain,MEN,10/1/2013,25.3
ESP,Spain,MEN,11/1/2013,25.2
ESP,Spain,MEN,12/1/2013,24.9
ESP,Spain,MEN,1/1/2014,25
ESP,Spain,MEN,2/1/2014,24.8
ESP,Spain,MEN,3/1/2014,24.5
ESP,Spain,MEN,4/1/2014,24.1
ESP,Spain,MEN,5/1/2014,23.8
ESP,Spain,MEN,6/1/2014,23.4
ESP,Spain,MEN,7/1/2014,23.2
ESP,Spain,MEN,8/1/2014,22.9
ESP,Spain,MEN,9/1/2014,22.8
ESP,Spain,MEN,10/1/2014,23
ESP,Spain,MEN,11/1/2014,22.9
ESP,Spain,MEN,12/1/2014,22.8
ESP,Spain,MEN,1/1/2015,22.6
ESP,Spain,MEN,2/1/2015,22.2
ESP,Spain,MEN,3/1/2015,21.7
ESP,Spain,MEN,4/1/2015,21.3
ESP,Spain,MEN,5/1/2015,21
ESP,Spain,MEN,6/1/2015,20.8
ESP,Spain,MEN,7/1/2015,20.6
ESP,Spain,MEN,8/1/2015,20.3
ESP,Spain,MEN,9/1/2015,20.1
ESP,Spain,MEN,10/1/2015,19.9
ESP,Spain,MEN,11/1/2015,19.5
ESP,Spain,MEN,12/1/2015,19.4
ESP,Spain,MEN,1/1/2016,19.1
ESP,Spain,MEN,2/1/2016,19
ESP,Spain,MEN,3/1/2016,18.8
ESP,Spain,MEN,4/1/2016,18.7
ESP,Spain,MEN,5/1/2016,18.5
ESP,Spain,MEN,6/1/2016,18.3
ESP,Spain,MEN,7/1/2016,17.9
ESP,Spain,MEN,8/1/2016,17.7
ESP,Spain,MEN,9/1/2016,17.6
ESP,Spain,MEN,10/1/2016,17.4
ESP,Spain,MEN,11/1/2016,17.4
ESP,Spain,MEN,12/1/2016,17.1
ESP,Spain,MEN,1/1/2017,17
ESP,Spain,MEN,2/1/2017,16.9
ESP,Spain,MEN,3/1/2017,16.5
ESP,Spain,MEN,4/1/2017,16
ESP,Spain,MEN,5/1/2017,15.7
ESP,Spain,MEN,6/1/2017,15.4
ESP,Spain,MEN,7/1/2017,15.2
ESP,Spain,MEN,8/1/2017,15.1
ESP,Spain,MEN,9/1/2017,15.1
ESP,Spain,MEN,10/1/2017,15
ESP,Spain,MEN,11/1/2017,15.1
ESP,Spain,MEN,12/1/2017,15
ESP,Spain,MEN,1/1/2018,15
ESP,Spain,MEN,2/1/2018,14.9
ESP,Spain,MEN,3/1/2018,14.5
ESP,Spain,MEN,4/1/2018,14
ESP,Spain,MEN,5/1/2018,13.8
ESP,Spain,MEN,6/1/2018,13.5
ESP,Spain,MEN,7/1/2018,13.4
ESP,Spain,MEN,8/1/2018,13.4
ESP,Spain,MEN,9/1/2018,13.3
ESP,Spain,MEN,10/1/2018,13.1
ESP,Spain,MEN,11/1/2018,13
ESP,Spain,MEN,12/1/2018,12.8
ESP,Spain,MEN,1/1/2019,12.7
ESP,Spain,MEN,2/1/2019,12.6
ESP,Spain,MEN,3/1/2019,12.5
ESP,Spain,MEN,4/1/2019,12.5
ESP,Spain,MEN,5/1/2019,12.6
ESP,Spain,MEN,6/1/2019,12.5
ESP,Spain,MEN,7/1/2019,12.5
ESP,Spain,MEN,8/1/2019,12.4
ESP,Spain,MEN,9/1/2019,12.3
ESP,Spain,MEN,10/1/2019,12.3
ESP,Spain,MEN,11/1/2019,12.3
ESP,Spain,MEN,12/1/2019,12.3
ESP,Spain,MEN,1/1/2020,12.3
ESP,Spain,MEN,2/1/2020,12.1
ESP,Spain,MEN,3/1/2020,13.1
ESP,Spain,MEN,4/1/2020,14
ESP,Spain,MEN,5/1/2020,14.1
ESP,Spain,MEN,6/1/2020,14.5
ESP,Spain,MEN,7/1/2020,14.6
ESP,Spain,MEN,8/1/2020,14.7
ESP,Spain,MEN,9/1/2020,14.6
ESP,Spain,MEN,10/1/2020,14.3
ESP,Spain,MEN,11/1/2020,14.2
ESP,Spain,MEN,12/1/2020,14.2
ESP,Spain,MEN,1/1/2021,14
ESP,Spain,MEN,2/1/2021,13.8
ESP,Spain,MEN,3/1/2021,13.4
ESP,Spain,MEN,4/1/2021,13.4
ESP,Spain,MEN,5/1/2021,13.4
ESP,Spain,MEN,6/1/2021,13.4
ESP,Spain,MEN,7/1/2021,13.3
ESP,Spain,MEN,8/1/2021,13.2
ESP,Spain,MEN,9/1/2021,13.1
EST,Estonia,MEN,1/1/2000,14.2
EST,Estonia,MEN,2/1/2000,15.5
EST,Estonia,MEN,3/1/2000,15.6
EST,Estonia,MEN,4/1/2000,16.2
EST,Estonia,MEN,5/1/2000,15.5
EST,Estonia,MEN,6/1/2000,15.3
EST,Estonia,MEN,7/1/2000,15.1
EST,Estonia,MEN,8/1/2000,15.6
EST,Estonia,MEN,9/1/2000,15.2
EST,Estonia,MEN,10/1/2000,15.2
EST,Estonia,MEN,11/1/2000,15.4
EST,Estonia,MEN,12/1/2000,15.2
EST,Estonia,MEN,1/1/2001,15.6
EST,Estonia,MEN,2/1/2001,14.6
EST,Estonia,MEN,3/1/2001,14.1
EST,Estonia,MEN,4/1/2001,14.3
EST,Estonia,MEN,5/1/2001,14
EST,Estonia,MEN,6/1/2001,13.8
EST,Estonia,MEN,7/1/2001,13.8
EST,Estonia,MEN,8/1/2001,13.7
EST,Estonia,MEN,9/1/2001,14.4
EST,Estonia,MEN,10/1/2001,13.3
EST,Estonia,MEN,11/1/2001,12.9
EST,Estonia,MEN,12/1/2001,13.1
EST,Estonia,MEN,1/1/2002,12.5
EST,Estonia,MEN,2/1/2002,12.8
EST,Estonia,MEN,3/1/2002,12.2
EST,Estonia,MEN,4/1/2002,12
EST,Estonia,MEN,5/1/2002,12.1
EST,Estonia,MEN,6/1/2002,12.6
EST,Estonia,MEN,7/1/2002,12.6
EST,Estonia,MEN,8/1/2002,11.7
EST,Estonia,MEN,9/1/2002,11.8
EST,Estonia,MEN,10/1/2002,13.1
EST,Estonia,MEN,11/1/2002,13.2
EST,Estonia,MEN,12/1/2002,13.5
EST,Estonia,MEN,1/1/2003,12.6
EST,Estonia,MEN,2/1/2003,12.4
EST,Estonia,MEN,3/1/2003,12.3
EST,Estonia,MEN,4/1/2003,11.5
EST,Estonia,MEN,5/1/2003,11.8
EST,Estonia,MEN,6/1/2003,10.8
EST,Estonia,MEN,7/1/2003,10.7
EST,Estonia,MEN,8/1/2003,10.5
EST,Estonia,MEN,9/1/2003,10.6
EST,Estonia,MEN,10/1/2003,10.3
EST,Estonia,MEN,11/1/2003,9.7
EST,Estonia,MEN,12/1/2003,9.7
EST,Estonia,MEN,1/1/2004,10.5
EST,Estonia,MEN,2/1/2004,10.7
EST,Estonia,MEN,3/1/2004,11
EST,Estonia,MEN,4/1/2004,10.6
EST,Estonia,MEN,5/1/2004,10.8
EST,Estonia,MEN,6/1/2004,10.6
EST,Estonia,MEN,7/1/2004,11.1
EST,Estonia,MEN,8/1/2004,11.2
EST,Estonia,MEN,9/1/2004,11
EST,Estonia,MEN,10/1/2004,11.1
EST,Estonia,MEN,11/1/2004,10.5
EST,Estonia,MEN,12/1/2004,10.8
EST,Estonia,MEN,1/1/2005,10.3
EST,Estonia,MEN,2/1/2005,10.8
EST,Estonia,MEN,3/1/2005,9.8
EST,Estonia,MEN,4/1/2005,9.9
EST,Estonia,MEN,5/1/2005,9.8
EST,Estonia,MEN,6/1/2005,9.4
EST,Estonia,MEN,7/1/2005,8.2
EST,Estonia,MEN,8/1/2005,8.1
EST,Estonia,MEN,9/1/2005,8.1
EST,Estonia,MEN,10/1/2005,8
EST,Estonia,MEN,11/1/2005,7.7
EST,Estonia,MEN,12/1/2005,7.5
EST,Estonia,MEN,1/1/2006,7.8
EST,Estonia,MEN,2/1/2006,6.9
EST,Estonia,MEN,3/1/2006,6.7
EST,Estonia,MEN,4/1/2006,6.1
EST,Estonia,MEN,5/1/2006,6.3
EST,Estonia,MEN,6/1/2006,6.3
EST,Estonia,MEN,7/1/2006,6.1
EST,Estonia,MEN,8/1/2006,5.9
EST,Estonia,MEN,9/1/2006,5.9
EST,Estonia,MEN,10/1/2006,6.3
EST,Estonia,MEN,11/1/2006,6
EST,Estonia,MEN,12/1/2006,5.8
EST,Estonia,MEN,1/1/2007,6
EST,Estonia,MEN,2/1/2007,6.1
EST,Estonia,MEN,3/1/2007,6
EST,Estonia,MEN,4/1/2007,5.7
EST,Estonia,MEN,5/1/2007,5.5
EST,Estonia,MEN,6/1/2007,5.2
EST,Estonia,MEN,7/1/2007,4.9
EST,Estonia,MEN,8/1/2007,4.8
EST,Estonia,MEN,9/1/2007,4.6
EST,Estonia,MEN,10/1/2007,4.4
EST,Estonia,MEN,11/1/2007,4.5
EST,Estonia,MEN,12/1/2007,4.1
EST,Estonia,MEN,1/1/2008,4.1
EST,Estonia,MEN,2/1/2008,4.1
EST,Estonia,MEN,3/1/2008,4.4
EST,Estonia,MEN,4/1/2008,4.9
EST,Estonia,MEN,5/1/2008,4.2
EST,Estonia,MEN,6/1/2008,4.6
EST,Estonia,MEN,7/1/2008,5.3
EST,Estonia,MEN,8/1/2008,7
EST,Estonia,MEN,9/1/2008,7.7
EST,Estonia,MEN,10/1/2008,8.1
EST,Estonia,MEN,11/1/2008,8.4
EST,Estonia,MEN,12/1/2008,10.7
EST,Estonia,MEN,1/1/2009,11.6
EST,Estonia,MEN,2/1/2009,12.7
EST,Estonia,MEN,3/1/2009,13.7
EST,Estonia,MEN,4/1/2009,14.7
EST,Estonia,MEN,5/1/2009,15.8
EST,Estonia,MEN,6/1/2009,16.6
EST,Estonia,MEN,7/1/2009,18.2
EST,Estonia,MEN,8/1/2009,18.3
EST,Estonia,MEN,9/1/2009,18.5
EST,Estonia,MEN,10/1/2009,19.8
EST,Estonia,MEN,11/1/2009,20.8
EST,Estonia,MEN,12/1/2009,21.7
EST,Estonia,MEN,1/1/2010,22.2
EST,Estonia,MEN,2/1/2010,22.8
EST,Estonia,MEN,3/1/2010,23.6
EST,Estonia,MEN,4/1/2010,23
EST,Estonia,MEN,5/1/2010,21.1
EST,Estonia,MEN,6/1/2010,19.9
EST,Estonia,MEN,7/1/2010,18
EST,Estonia,MEN,8/1/2010,17.1
EST,Estonia,MEN,9/1/2010,16
EST,Estonia,MEN,10/1/2010,15.7
EST,Estonia,MEN,11/1/2010,15.2
EST,Estonia,MEN,12/1/2010,15.4
EST,Estonia,MEN,1/1/2011,15
EST,Estonia,MEN,2/1/2011,14.4
EST,Estonia,MEN,3/1/2011,14.3
EST,Estonia,MEN,4/1/2011,13.3
EST,Estonia,MEN,5/1/2011,13.3
EST,Estonia,MEN,6/1/2011,13.1
EST,Estonia,MEN,7/1/2011,12.5
EST,Estonia,MEN,8/1/2011,11.4
EST,Estonia,MEN,9/1/2011,11.4
EST,Estonia,MEN,10/1/2011,12.6
EST,Estonia,MEN,11/1/2011,13.1
EST,Estonia,MEN,12/1/2011,12.3
EST,Estonia,MEN,1/1/2012,11.5
EST,Estonia,MEN,2/1/2012,11.7
EST,Estonia,MEN,3/1/2012,11.7
EST,Estonia,MEN,4/1/2012,11.2
EST,Estonia,MEN,5/1/2012,11
EST,Estonia,MEN,6/1/2012,10.6
EST,Estonia,MEN,7/1/2012,10.8
EST,Estonia,MEN,8/1/2012,10.3
EST,Estonia,MEN,9/1/2012,10
EST,Estonia,MEN,10/1/2012,10
EST,Estonia,MEN,11/1/2012,10.6
EST,Estonia,MEN,12/1/2012,11.3
EST,Estonia,MEN,1/1/2013,10.8
EST,Estonia,MEN,2/1/2013,10
EST,Estonia,MEN,3/1/2013,8.9
EST,Estonia,MEN,4/1/2013,8.1
EST,Estonia,MEN,5/1/2013,7.8
EST,Estonia,MEN,6/1/2013,7.7
EST,Estonia,MEN,7/1/2013,8.1
EST,Estonia,MEN,8/1/2013,8.7
EST,Estonia,MEN,9/1/2013,8.9
EST,Estonia,MEN,10/1/2013,9.6
EST,Estonia,MEN,11/1/2013,9.9
EST,Estonia,MEN,12/1/2013,9.5
EST,Estonia,MEN,1/1/2014,9
EST,Estonia,MEN,2/1/2014,8.6
EST,Estonia,MEN,3/1/2014,8.6
EST,Estonia,MEN,4/1/2014,8.5
EST,Estonia,MEN,5/1/2014,7.6
EST,Estonia,MEN,6/1/2014,7.2
EST,Estonia,MEN,7/1/2014,7.7
EST,Estonia,MEN,8/1/2014,8.7
EST,Estonia,MEN,9/1/2014,8.1
EST,Estonia,MEN,10/1/2014,7
EST,Estonia,MEN,11/1/2014,6.6
EST,Estonia,MEN,12/1/2014,7.2
EST,Estonia,MEN,1/1/2015,7.3
EST,Estonia,MEN,2/1/2015,6.9
EST,Estonia,MEN,3/1/2015,6.8
EST,Estonia,MEN,4/1/2015,6.6
EST,Estonia,MEN,5/1/2015,6.2
EST,Estonia,MEN,6/1/2015,5.5
EST,Estonia,MEN,7/1/2015,5.3
EST,Estonia,MEN,8/1/2015,5.1
EST,Estonia,MEN,9/1/2015,5.4
EST,Estonia,MEN,10/1/2015,6.4
EST,Estonia,MEN,11/1/2015,6.7
EST,Estonia,MEN,12/1/2015,7.3
EST,Estonia,MEN,1/1/2016,6.9
EST,Estonia,MEN,2/1/2016,6.7
EST,Estonia,MEN,3/1/2016,7
EST,Estonia,MEN,4/1/2016,6.9
EST,Estonia,MEN,5/1/2016,7.3
EST,Estonia,MEN,6/1/2016,7.7
EST,Estonia,MEN,7/1/2016,7.8
EST,Estonia,MEN,8/1/2016,8.1
EST,Estonia,MEN,9/1/2016,7.6
EST,Estonia,MEN,10/1/2016,8.1
EST,Estonia,MEN,11/1/2016,7.7
EST,Estonia,MEN,12/1/2016,6.6
EST,Estonia,MEN,1/1/2017,5.8
EST,Estonia,MEN,2/1/2017,5.5
EST,Estonia,MEN,3/1/2017,5.8
EST,Estonia,MEN,4/1/2017,6.6
EST,Estonia,MEN,5/1/2017,7.3
EST,Estonia,MEN,6/1/2017,7.2
EST,Estonia,MEN,7/1/2017,6.7
EST,Estonia,MEN,8/1/2017,6.2
EST,Estonia,MEN,9/1/2017,6.5
EST,Estonia,MEN,10/1/2017,5.6
EST,Estonia,MEN,11/1/2017,5.9
EST,Estonia,MEN,12/1/2017,6
EST,Estonia,MEN,1/1/2018,7.1
EST,Estonia,MEN,2/1/2018,7
EST,Estonia,MEN,3/1/2018,6.2
EST,Estonia,MEN,4/1/2018,5.5
EST,Estonia,MEN,5/1/2018,5.2
EST,Estonia,MEN,6/1/2018,5
EST,Estonia,MEN,7/1/2018,5.4
EST,Estonia,MEN,8/1/2018,5.6
EST,Estonia,MEN,9/1/2018,5.9
EST,Estonia,MEN,10/1/2018,5
EST,Estonia,MEN,11/1/2018,4.3
EST,Estonia,MEN,12/1/2018,3.8
EST,Estonia,MEN,1/1/2019,3.7
EST,Estonia,MEN,2/1/2019,3.9
EST,Estonia,MEN,3/1/2019,4
EST,Estonia,MEN,4/1/2019,4.5
EST,Estonia,MEN,5/1/2019,4.4
EST,Estonia,MEN,6/1/2019,4.2
EST,Estonia,MEN,7/1/2019,3.8
EST,Estonia,MEN,8/1/2019,4
EST,Estonia,MEN,9/1/2019,4.2
EST,Estonia,MEN,10/1/2019,4.6
EST,Estonia,MEN,11/1/2019,4.2
EST,Estonia,MEN,12/1/2019,5
EST,Estonia,MEN,1/1/2020,5.2
EST,Estonia,MEN,2/1/2020,5.4
EST,Estonia,MEN,3/1/2020,5.1
EST,Estonia,MEN,4/1/2020,5.8
EST,Estonia,MEN,5/1/2020,6.5
EST,Estonia,MEN,6/1/2020,8.5
EST,Estonia,MEN,7/1/2020,8.4
